reviewId,at,score,version,userName,title,content,thumbsUpCount
26df58a2-469a-4a75-9797-02c4e38508c3,2025-11-12T13:06:48+00:00,1,20.44.36,Rahul Jana,20.44.36,The auto dub is really a pain in the head. At least it should have an option for the users to choose in which language they prefer the audio.,1
0dfabdab-dd15-4557-a38b-575eae166a44,2025-11-12T13:06:14+00:00,1,20.44.36,Browhat Theheckingheck,20.44.36,"ive used youtube for over 10+ years i watch documentries on it constantly, but suddenly now because i watched a pokemon video someone i know sent me i need to verify my age? also ai on the front page, the app doesnt like to stay at the correct brightness and multiple ads in a row? no thank you",2
98954b5f-ff2b-411c-8c51-cbf5030eff8f,2025-11-12T13:05:54+00:00,5,5.9.0.13,Sulathan Imran,5.9.0.13,very vood,0
3aed2c0c-5ed5-4808-ba05-7bc5a7dc80ee,2025-11-12T13:02:49+00:00,1,12.05.53,Wise Proverb,12.05.53,YouTube is not updating on my phone Why,0
0890d2a0-fa3b-4789-83d2-13ee455f7538,2025-11-12T13:02:46+00:00,5,13.04.55,Charbel,13.04.55,Dont giveup untill they giveup,0
85982451-f924-4c0b-ac11-ec935e21be08,2025-11-12T13:02:25+00:00,5,20.25.35,Lumis4 Bran3,20.25.35,It was the best app,0
aa9bdee8-8ce8-4539-8a18-20d771569f11,2025-11-12T13:01:52+00:00,4,13.07.55,Umais Kabir,13.07.55,You can see the status,0
cd03f7f2-6e93-4850-8455-450161fef48e,2025-11-12T13:00:01+00:00,5,20.44.36,Jeff W. Carker,20.44.36,Awesome,0
90577573-4ceb-4d00-bd6a-b6bd3ddd5f2e,2025-11-12T12:59:29+00:00,1,20.34.36,Mark Welch,20.34.36,to many adds,0
b17bbcc9-38ee-4b0a-9957-9a945ec71bae,2025-11-12T12:56:55+00:00,5,17.11.36,Byron Williams,17.11.36,unforgettable,0
a1a84e0e-66b3-4d19-9565-3bf9fef5637c,2025-11-12T12:56:46+00:00,1,20.44.36,"arnob,s craft",20.44.36,"this is unacceptable. just because i watch a lot of japanese content and have japanese audience, doesn’t mean that i can read japanese. why is japanese the only language that i can't translate on comments or videos. it not something that i can turn off either. please do something about this... one star for this abyssmal problem.",20
421d2876-6f38-46d2-8327-93a7cefe3f0b,2025-11-12T12:53:32+00:00,5,20.44.36,baby talon-boy,20.44.36,Very fun just there is a lot to explore in YouTube,0
8e8a72dc-2b9d-4729-afa8-7fb33caf24e6,2025-11-12T12:52:32+00:00,2,12.43.52,Board man,12.43.52,Work please,0
f2e6bf51-669b-4440-8e41-7b96a618ae07,2025-11-12T12:52:01+00:00,1,20.42.46,Zac-Constantine Rosencrans,20.42.46,"The app keeps getting worse. The UI is unintuitive. There are more and more ads that are longer and unskippable. The newest update brought a glitch which causes videos to be extremely laggy, while the audio is fine. Overall, youtube keeps becomming more and more anti-consumer to try and push their premium subscription service. I wish there was an alternative.",0
b55a22cb-e75d-4c88-9e7f-214005531b57,2025-11-12T12:51:05+00:00,5,20.44.36,John Ekpoyesi,20.44.36,l can't open the on my phone,0
ea82a2af-39e9-458f-8188-dfedc511fb9b,2025-11-12T12:50:52+00:00,2,12.43.52,focus Salvatory,12.43.52,Simba,0
3354a646-ad2b-4dbe-bcec-97c364965050,2025-11-12T12:50:12+00:00,5,11.07.59,Benies Plee,11.07.59,have so much fun,0
d0f2325e-f9b6-4fe5-8c04-5a699b51b31e,2025-11-12T12:48:27+00:00,5,20.44.36,Md Milon,20.44.36,omazing👍🫡 👌,0
ef9da7f2-26d2-4c92-8608-9a0607f58efd,2025-11-12T12:47:14+00:00,1,20.44.36,Adrian wong,20.44.36,"Videos skips to the end after ads, buggy app ,",0
281da128-6f32-4e92-b5b6-0ea6344623ba,2025-11-12T12:46:19+00:00,1,20.44.36,M K,20.44.36,"Whos bright idea was it to make navigating video such a pain?? When I move the dot on the scrubber, it disobeys where I placed it and clicks into a spot it thinks I actually wanted. NO! I never want my scrubber jumping all over the place from where I moved it, snapping to a timestamped chapter when I never moved it there. How do I turn this terrible frustrating feature off?? Also!! I'm not watching a stupid ad because the app decided to close in the background and lose the video I was watching",1
21011981-fa20-4bda-9217-5bf615f192e1,2025-11-12T12:46:10+00:00,2,20.44.36,SR Gammer And Vloger,20.44.36,solve my YouTube problem in my phone,0
08fe7845-ce6d-4c7d-8bff-c50626d9a036,2025-11-12T12:45:17+00:00,5,13.07.55,Mohammad,13.07.55,best,0
bff2ea41-48e7-4526-9306-090f01eba494,2025-11-12T12:45:03+00:00,5,20.44.36,Ferluddy,20.44.36,"Thanks for great design, i hope more apps will have such a good improvement. Its really big step ahead.",0
662e2b6a-671b-45b8-bf67-be74842f3a5a,2025-11-12T12:43:50+00:00,1,20.44.36,Rifki Leksono,20.44.36,you just need more ads,0
d29a404b-bf42-412b-929c-30270f139396,2025-11-12T12:43:23+00:00,5,20.44.36,Shahid Chaudhry,20.44.36,good app,0
5b995d64-2daf-49d7-8eef-41c98c08b207,2025-11-12T12:42:53+00:00,5,20.44.36,mohsan ali,20.44.36,great,0
e6a5af61-cbbe-4715-ae1a-9329c496ba85,2025-11-12T12:42:37+00:00,5,12.29.57,Samuel Eleke,12.29.57,Why is not working,0
ed028c52-4cdf-4e97-8f20-9ff568139287,2025-11-12T12:42:36+00:00,2,20.44.36,Lawrence Tinker,20.44.36,won't update ads OK new changes have complicated use,0
ee758e0b-eca2-43e7-8dbd-4a73edfe1cce,2025-11-12T12:41:36+00:00,5,20.44.36,Ilham Albasha,20.44.36,Why are you updating YouTube? I dont like updates? are updates is good?,1
dce0b935-a3b2-49bf-9714-34ba59f2e704,2025-11-12T12:40:57+00:00,5,13.07.55,Dome nagh,13.07.55,easy to use,0
556f2243-377d-47f9-8838-fca3979ab754,2025-11-12T12:39:35+00:00,1,16.40.35,Rouaa Alrajab,16.40.35,it's not working in my iPad,0
f7d58356-d366-48e4-8e8b-249e97244408,2025-11-12T12:39:20+00:00,5,13.16.55,Chimaeze ELUM,13.16.55,Nice,0
1ffe9bea-e5ae-47a8-94ed-247e80ab2bb5,2025-11-12T12:37:45+00:00,1,20.43.43,Wn Shaa,20.43.43,Why df there is so much ads now,0
e70d3d89-bfbc-45dd-b426-cdbb59fd3c95,2025-11-12T12:37:08+00:00,5,20.44.36,Mg Mg Zin,20.44.36,good,0
6b1cadd7-7b35-4920-a6fc-8c8175db4451,2025-11-12T12:36:36+00:00,1,11.43.54,Abban Aisha,11.43.54,I like it,0
3682f9d2-49fe-40d3-a89b-4487044fe63b,2025-11-12T12:36:28+00:00,1,20.37.44,Çãshy Ãy Wøndèr,20.37.44,i was unable to download it on my pop 2f and it's not installing,0
5e58fc0c-1d9d-42f4-a302-f0358c60b90f,2025-11-12T12:36:24+00:00,1,20.42.40,Chicorote2.0,20.42.40,"the amount of useless updates you've been doing to this app lately is crazy! the shorts don't even fit the screen, and the disappearing back and home buttons is annoying, so time to uninstall and cancel subscription, billion $ company shite app!",0
b0d8e4d3-515b-452a-9cc0-8a16158d1db4,2025-11-12T12:36:11+00:00,5,20.32.41,Isihaka Mohammed,20.32.41,Very good,0
3d879b25-df86-4555-b8b5-2f5e7f1ef7d5,2025-11-12T12:35:27+00:00,1,20.42.46,Chelsie Jasper,20.42.46,YouTube is being destroyed by AI content. Users need to demand to be able to opt out of all AI generated clips. It'd be very easy for YouTube to allow users more choices in what they see. Unfortunately these companies need to feel pressured into doing the right thing.,1
fba8fe4d-5c77-4616-9c1d-05832a7a48c8,2025-11-12T12:35:05+00:00,5,20.44.36,Adam Cooper,20.44.36,love it a lot,0
f2cf5508-2482-4894-b34a-0efddb453cd1,2025-11-12T12:33:07+00:00,5,20.44.36,Saravanan Sathish,20.44.36,oh hel nah,0
7c41d0e1-4749-4feb-a467-6c98ba0ca23c,2025-11-12T12:32:29+00:00,5,20.44.36,Noahj,20.44.36,this is really good I sleep to watching these videos I would not live without you too well I've got tiktok but I don't think I would go right with my parents,0
aa98ef31-1f87-45a1-bf2c-ab1a8be49af3,2025-11-12T12:30:33+00:00,1,20.44.36,A-Aron,20.44.36,your live is fu@$ed up.... why do you let these people on here?,3
a4e446bd-aeea-4786-8c48-c7f014e6b72b,2025-11-12T12:29:54+00:00,5,18.38.37,Holla Ifeoluwa,18.38.37,Sweet vibe,0
88ab0999-3954-4961-845a-1c8bcdd92244,2025-11-12T12:27:38+00:00,1,11.43.54,Safoora Safi,11.43.54,I'm trying to download it but it say the app is not compatible,0
7f1f4d93-3a2c-4b8d-a217-66db9fe29131,2025-11-12T12:27:24+00:00,5,20.43.43,XprteZ Chambers,20.43.43,"Best app in the world, i think",0
5c06f0cc-12d5-4d9f-83be-8b985600351e,2025-11-12T12:26:50+00:00,1,19.50.40,oliver opole,19.50.40,Good,0
90d2b926-7a78-4c5b-a467-ad4777e0d373,2025-11-12T12:24:58+00:00,1,20.45.34,Olzana Tivaro,20.45.34,stop freezing the shorts views @شمعونيات,0
429d0734-c3b7-476f-962b-53d98ca57764,2025-11-12T12:24:43+00:00,5,20.44.36,Sunny Baba,20.44.36,Good,0
de3a4869-9e8b-4f70-b272-44c174d4e74e,2025-11-12T12:23:51+00:00,5,17.34.35,Corry Torry,17.34.35,"I find it funny how people use youtube every single day but when one update comes and breaks somthing they go to the reviews and leave a 1 star and start complaining. anyways, W app.",0
5e4e0662-284b-456a-9ea5-b1fc6fb40d28,2025-11-12T12:23:51+00:00,4,20.44.36,Adam,20.44.36,when and whatever music you need YouTube are there,0
5b52ed4e-68d2-4105-9282-d6b60750ae78,2025-11-12T12:23:08+00:00,5,,deepanshu Sharma,,App chalu Kara do,0
d4c918ea-4346-46dd-84a1-7d159448247a,2025-11-12T12:21:20+00:00,5,18.49.36,Nabadda Loretta Kezia,18.49.36,good,1
4428c87d-1bcd-47b9-b642-be5ff57fdb09,2025-11-12T12:21:19+00:00,1,20.26.40,Gary Wheat,20.26.40,lousy,0
f119a353-888c-49a2-9a9f-9de8ba63bd55,2025-11-12T12:19:33+00:00,3,20.20.41,Danish Ahmed,20.20.41,please close the ads 🙏😔 or on my theme dark,0
3a7ab39f-311a-4c4d-9b6e-54f4ef58684a,2025-11-12T12:18:49+00:00,1,20.45.34,James Foley,20.45.34,I can't find it even though the store says it is installed. Why should I have to go to the app store to open YouTube?,0
1286bb32-21b6-45ce-a152-6cc45d5a0c84,2025-11-12T12:15:26+00:00,1,10.18.55,Janet Serwaa,10.18.55,Good,0
b5d1135f-c1f3-4e72-a8b3-3d86ce91be25,2025-11-12T12:12:59+00:00,5,20.43.43,Aniee Memon,20.43.43,Best app in world this is most important app for me,0
2c86f2d2-32ec-4f2f-9099-a4f67bb05811,2025-11-12T12:12:23+00:00,5,20.22.36,Ajeet Ray,20.22.36,very good app,0
4c18526a-73a2-4243-8229-f4477215cb66,2025-11-12T12:12:14+00:00,5,20.33.40,Maxwel Onyango,20.33.40,Waching vidios,0
bc317051-5b0f-439c-9d18-ab03c3f14e82,2025-11-12T12:11:39+00:00,5,18.11.35,Chayna Khanam,18.11.35,good but why not support,0
14e0969a-04b3-4c5b-b069-92b9f6ba2438,2025-11-12T12:08:53+00:00,5,19.17.34,John Tebajokera,19.17.34,good,0
d986582f-e081-47e5-8ad1-e999a72f2cdd,2025-11-12T12:08:26+00:00,1,20.44.36,Zenit Kovacevic,20.44.36,"I have premium, full family pack, paid for the whole family, and ""some"" features are not available while traveling. That ""some"" feature is playing a video in the background with a locked screen. That's literally one of the three reasons I pay for the app. Even at home, since a few months it randomly stops a video that is played in the background. It's time to spend my money and time more wisely.",0
082d3afa-bdbe-4224-a146-665dd239035c,2025-11-12T12:06:27+00:00,5,16.19.37,Sarvesh Kumar,16.19.37,Good Good,0
b3982387-910f-442b-9f9c-cff5cd92b1bd,2025-11-12T12:05:13+00:00,1,20.44.38,Vlad the Bomber,20.44.38,💩,0
783aafbc-f486-4eff-89d1-e3f11ea90ce6,2025-11-12T12:04:05+00:00,4,20.44.36,Kyle Vanderhall,20.44.36,"I enjoy the app, but for whatever reason every video I watch is auto dimming itself even while on light mode and ambient mode is not on. how can I fix this?",0
69ce99ba-7053-428a-b76e-1e307f01ee2b,2025-11-12T12:03:39+00:00,5,20.44.36,Tj Smith,20.44.36,Good,0
2c189612-a9aa-44ef-89e8-61b42db0e97d,2025-11-12T12:03:37+00:00,5,20.41.40,Ijeoma Chikaodinaka,20.41.40,action movie,0
67e243d9-38ac-458b-8a67-eeaa94835315,2025-11-12T12:00:57+00:00,1,20.44.36,I HUNT LIBERALS,20.44.36,"Since you tube is a money hungry corporate shell, I will give customers a taste of freedom. If a user of you tube .......music wants to be given repetitive free 2...............week accounts, listen closely. Once YTM is about to make you pay, simply go to settings on your phone after creating a new free email, any of them work. Log out of the phones account. Log back in with a new free email. It may need to be Google. Go to apps find you..tube..music, storage,clear cache,clear data. FREE2WEEKS!",0
abcf1007-5926-46e9-bd28-55f0936d362b,2025-11-12T12:00:39+00:00,3,20.45.34,Bodhayan Pradhan,20.45.34,youtube has many bugs.,0
fda949f1-ee15-4e11-b899-780e281c5d99,2025-11-12T11:59:13+00:00,1,20.23.37,Hafis Aman,20.23.37,wth full of bugs👨🏼‍🦯,0
e6192947-f3d5-4240-9285-87919a553ae5,2025-11-12T11:57:17+00:00,5,19.07.39,Anthony Agiri,19.07.39,Cool,0
f5b6f3ab-6400-472a-b339-a57c473cd250,2025-11-12T11:56:51+00:00,1,11.45.59,Shani-Jay,11.45.59,Because it wont let me on it,0
3a991bea-6483-4ebc-aa5d-ef826fe8a74e,2025-11-12T11:55:18+00:00,3,,Fathia Faith,,It is nice,0
82fa8969-1087-451f-8889-5ee28cb593a7,2025-11-12T11:55:11+00:00,5,12.17.54,Okunlola Ademola,12.17.54,my experiment is that this app is good,0
cf3132b3-c575-421d-b333-1a6e618b8290,2025-11-12T11:54:07+00:00,1,20.44.36,Kelvin Wong,20.44.36,Go offline for no reason,0
6a2ad021-9345-489b-a3ab-6018b1abe6b5,2025-11-12T11:53:35+00:00,3,20.44.36,Kakooza Paddy,20.44.36,nice app,0
1e353613-5320-4034-a591-ff40936cb2af,2025-11-12T11:50:08+00:00,5,12.37.59,Baro Jr,12.37.59,Oppen,0
c0bb9fee-c663-4c58-a5d6-478c4b771669,2025-11-12T11:48:10+00:00,3,20.40.41,Saminu Muhammad,20.40.41,Watashida,0
d76daf47-0c2f-4891-9c50-7ed4f11e350f,2025-11-12T11:46:52+00:00,4,20.44.36,Erica Le Fleur,20.44.36,it's cool and nice,0
a4715b94-ff89-4362-b5a1-3a4cee6a0667,2025-11-12T11:46:16+00:00,5,11.19.56,Elsa Zuriash,11.19.56,null,0
7e037b83-dad4-4601-98ad-d30fd199eefe,2025-11-12T11:46:14+00:00,3,20.44.36,Ayachi Khazali,20.44.36,the moderation system is even worse! but I chose three stars over one because it's really helpful,0
bccd3964-bdc4-4187-acb2-42290f02099a,2025-11-12T11:45:43+00:00,5,13.07.55,BADUSHA,13.07.55,badushabadusha,0
9a941c8b-5531-41d9-978c-39b7d81005aa,2025-11-12T11:45:04+00:00,1,20.44.36,Leah,20.44.36,but it's been crashing lately for no reason 😭😞,0
780edc69-8d64-4408-a228-4261e406d69e,2025-11-12T11:45:03+00:00,5,20.29.39,Kv Bujji,20.29.39,very good,0
c7bd68b2-2aca-43c4-8eb0-c4857c6c15b8,2025-11-12T11:44:36+00:00,5,,Tionge Soko,,nice,0
5888560b-86c5-4d17-8f65-3ab97041585e,2025-11-12T11:43:03+00:00,5,20.26.40,Isaak Chi,20.26.40,it has been very good thanks,0
e309fd89-0831-4e75-b526-8a826fcfe196,2025-11-12T11:42:10+00:00,5,20.38.37,pauline musima,20.38.37,satisfied,0
e8db13ec-6eb8-4edb-9743-3bc6988a561f,2025-11-12T11:38:34+00:00,5,12.37.59,Beata Maleo,12.37.59,Naomba msaada,0
ea647ec4-1f6d-47e3-8576-963f94838640,2025-11-12T11:38:33+00:00,5,20.44.36,Khadim Pathan,20.44.36,bhai bast,0
3de7c7f7-951f-4129-99a5-855197ae5c92,2025-11-12T11:37:44+00:00,5,20.26.40,Folashade Bashorun,20.26.40,Good,0
83a2cfed-3b18-4aa8-b7f9-8c7dcdf0e36a,2025-11-12T11:37:27+00:00,1,20.44.36,MâRt Te-a,20.44.36,adult video content ads shows up,0
e0dc8d4c-c690-4d0d-b935-45676dfcf73b,2025-11-12T11:37:21+00:00,5,20.44.36,Omer Hussain,20.44.36,Thanks youtube this new update is great but dont remove trending page and they are many bugs issues in App please fix it jazakallah,0
bf15c16b-926c-42c8-8191-2bcb44442c4d,2025-11-12T11:37:09+00:00,5,20.43.44,MD Turan,20.43.44,good,0
c51203cd-4c26-44ae-ab61-fa777a4151f6,2025-11-12T11:33:00+00:00,5,20.42.46,Semugambe Rahim,20.42.46,Gud,0
aa8ff2e0-cbe5-4488-a41d-b458b32361fe,2025-11-12T11:32:47+00:00,1,20.44.36,Joynal Abedin,20.44.36,i am frustrated with the aap 😒,0
4e991594-5835-4a7a-9c6b-aec393a6f83b,2025-11-12T11:31:54+00:00,1,20.44.36,Kashif Raza,20.44.36,TOO MUCH ADVERTISMENT,1
0501398d-f72d-45f2-8b98-20a72927eba9,2025-11-12T11:28:33+00:00,1,20.44.36,Cody Yates,20.44.36,you have to touch or interact with the screen every 4 and a half minutes making it impossible to watch anything if you can't use your hands,0
5e728eab-f98c-40b2-8479-82cd7b609944,2025-11-12T11:27:17+00:00,5,12.37.59,Ohidul Islam,12.37.59,Not installing,0
8541a574-29ce-4dd3-83fb-42acce97624f,2025-11-12T11:25:18+00:00,1,12.17.54,EZEKIEL ASHOM,12.17.54,Not compatible with my device!????,0
464c521b-d27b-4153-be2c-dfdb8ed7e233,2025-11-12T11:24:06+00:00,5,14.03.53,Abdullahi Yahya,14.03.53,to find videos and Audio in the App,0
ead4ab63-2a54-4992-beda-9b1248be08a9,2025-11-12T11:23:53+00:00,1,20.44.36,Ali Muazzam,20.44.36,recent update gives choppy videos sometimes until restarted. how to resolve? my phone ram is 12gb,0
85e14102-3575-4208-ab0d-097259d5ab1f,2025-11-12T11:23:41+00:00,1,20.45.34,Uvindu Amodaya Fernando,20.45.34,too many frequent ads that pops up like every 4 mins.,1
e2e3d3f6-ebf5-42b8-b570-17175ef9d335,2025-11-12T11:23:31+00:00,5,20.44.36,Christopher Huggins,20.44.36,great work,0
b1816f06-a14d-49af-89a4-144799c9e994,2025-11-12T11:23:24+00:00,5,14.49.51,Deeqo Cumar,14.49.51,Nice,0
ee545a6e-6799-43a8-b96f-fe5036bc6978,2025-11-12T11:22:37+00:00,5,20.44.36,Thar Gyi,20.44.36,verygood,0
c458a86f-6a34-48c0-9d68-e5a638489543,2025-11-12T11:21:26+00:00,1,20.39.37,Adele,20.39.37,"Nonsensical, even illegal ads - and they do nothing about them. Not only are there a lot of ads - when you open video, pause, watch about 10 seconds - there seem to be more ads than actual content nowadays. I do get that ads are needed, but Youtube's way of presenting and handling their ad experience frankly feels invasive, offensive and noxious. edit: also, no blocking offensive accounts. So not only do they force their disruptive ads down your throat, you don't even get to block accounts.",3
285bd89e-f277-4cef-b032-14d7976582ee,2025-11-12T11:21:12+00:00,5,20.42.40,Kanta Dhakad,20.42.40,"all thing are good but i want this that, if we are leaning watching or study there is optinal that is only for study if we click that this show only study thing and optional password option",0
09c4e2e4-5095-4edb-9d54-dbfe55e1993d,2025-11-12T11:18:26+00:00,5,17.01.35,Surandar yadav Yadav,17.01.35,The first to review the following the success of the year,2
f65961fa-7dea-4e6a-b0b8-b5a7df92c826,2025-11-12T11:16:50+00:00,1,20.45.34,dirtylaundry,20.45.34,ads bad,0
d1f29c28-7da8-4b38-a0fd-ae0d3540f5d0,2025-11-12T11:16:35+00:00,5,13.07.55,Kalule Shaban,13.07.55,I like,0
fe8df651-2a40-4db4-b707-2d1a14c7cf70,2025-11-12T11:16:32+00:00,5,20.44.36,Saroj Kumar,20.44.36,Good job,0
922d4dfd-f8d6-4bc4-ac75-289ce26a8740,2025-11-12T11:16:05+00:00,3,20.44.36,Adeyola Kama,20.44.36,Great app but it doesn't open,0
713e9543-52d7-4d68-bee3-43e289d8a76a,2025-11-12T11:15:18+00:00,1,20.41.41,CHIMAOBI UCHE UMEH,20.41.41,Very disturbing.,0
373939f9-d7e8-4d70-9d88-731923021260,2025-11-12T11:14:50+00:00,5,20.44.36,Susmita Naskar,20.44.36,wow,0
9c0402a1-41b3-49d4-a002-57437336792d,2025-11-12T11:14:50+00:00,5,10.37.58,Md zubair Siddique,10.37.58,Ah NBC ah 📠,0
e65cbdfd-7a31-467c-8f7a-dc27d00e66b3,2025-11-12T11:13:12+00:00,5,11.45.59,Hassan Hassan,11.45.59,its ok,0
1a797674-3474-4596-950a-354172b3ff08,2025-11-12T11:12:48+00:00,1,20.44.36,nad chan,20.44.36,black screen all day every day... i keep clearing my caches but still,0
144f6817-dcb5-44a1-b2e6-279cb96e5567,2025-11-12T11:10:35+00:00,1,20.44.36,Zesshan Hussain,20.44.36,So irritating for ads,1
149dd945-a771-4f4b-a277-e862d56906f8,2025-11-12T11:09:53+00:00,1,10.37.58,Ranjeet kaur,10.37.58,Why now downloaded,0
ea70a6b4-563b-45e1-a8fa-98e533449e3d,2025-11-12T11:08:02+00:00,5,20.44.36,Muhamnad Ali,20.44.36,haroon,0
e8dd6824-eed8-49b1-a9c9-eaa33e5688d4,2025-11-12T11:06:58+00:00,2,20.44.36,MALATHISELVARAJ,20.44.36,very slow update,0
